stage,requirement_total
3822,759.2
3823,937.8
3824,979.0
3825,1010.1
3826,1032.8
3827,1036.6
3828,1048.2
3829,1049.2
3830,1043.4
3831,1044.4
3832,1047.2
3833,1047.2
3834,1056.7
3835,1209.0
3836,1298.7
3837,1243.6
3838,1171.8
3839,838.5
3840,787.8
3841,747.7
3842,731.3
3843,723.3
3844,722.1
3845,732.3
3846,759.4
3847,940.5
3848,977.6
3849,1006.3
3850,1025.0
3851,1028.6
3852,1035.6
3853,1040.0
3854,1036.3
3855,1032.5
3856,1036.1
3857,1047.2
3858,1083.7
3859,1257.5
3860,1290.8
3861,1225.6
3862,1153.9
3863,834.7
3864,780.5
3865,747.6
3866,729.4
3867,721.0
3868,719.4
3869,730.1
3870,756.6
3871,962.0
3872,1000.0
3873,1032.9
3874,1055.2
3875,1060.3
3876,1069.9
3877,1068.7
3878,1064.7
3879,1072.1
3880,1075.2
3881,1074.7
3882,1132.1
3883,1308.1
3884,1286.5
3885,1237.8
3886,1151.9
3887,843.4
3888,782.2
3889,748.7
3890,730.7
3891,722.2
3892,720.9
3893,732.6
3894,762.5
3895,941.6
3896,980.4
3897,1014.4
3898,1034.5
3899,1041.4
3900,1052.0
3901,1052.9
3902,1046.5
3903,1049.7
3904,1054.0
3905,1056.7
3906,1119.3
3907,1375.4
3908,1347.1
3909,1282.1
3910,1205.6
3911,834.4
3912,783.2
3913,733.8
3914,729.3
3915,719.1
3916,717.4
3917,728.6
3918,758.3
3919,987.2
3920,1021.8
3921,1059.6
3922,1083.9
3923,1086.4
3924,1095.0
3925,1096.6
3926,1090.6
3927,1093.1
3928,1097.7
3929,1101.3
3930,1145.5
3931,1395.8
3932,1386.5
3933,1341.8
3934,1249.1
3935,851.2
3936,795.6
3937,739.65
3938,717.56
3939,714.47
3940,712.86
3941,722.96
3942,751.51
3943,954.41
3944,980.4100000000001
3945,1014.95
3946,1035.1
3947,1039.1
3948,1049.41
3949,1049.53
3950,1041.05
3951,1053.48
3952,1057.98
3953,1046.69
3954,1070.65
3955,1341.87
3956,1361.02
3957,1291.0700000000002
3958,1203.48
3959,826.5
3960,770.12
3961,739.62
3962,722.73
3963,715.68
3964,714.61
3965,725.48
3966,759.17
3967,949.44
3968,976.77
3969,1010.9
3970,1027.13
3971,1037.96
3972,1041.75
3973,1037.05
3974,1042.67
3975,1045.13
3976,1038.54
3977,1030.99
3978,1028.73
3979,1293.27
3980,1375.42
3981,1322.3200000000002
3982,1219.94
3983,839.63
3984,779.29
3985,771.6
3986,752.62
3987,744.72
3988,742.43
3989,752.81
3990,767.66
3991,1007.03
3992,1042.54
3993,1061.55
3994,1094.83
3995,1109.59
3996,1117.65
3997,1116.55
3998,1104.66
3999,1110.66
4000,1116.81
4001,1117.08
4002,1119.02
4003,1326.6599999999999
4004,1400.0
4005,1382.98
4006,1283.55
4007,1169.46
4008,1104.55
4009,806.12
4010,785.31
4011,775.26
4012,766.1800000000001
4013,775.17
4014,784.78
4015,1012.38
4016,1060.21
4017,1098.43
4018,1122.46
4019,1138.73
4020,1143.66
4021,1143.88
4022,1137.43
4023,1146.21
4024,1146.67
4025,1125.63
4026,1137.53
4027,1327.62
4028,1400.0
4029,1400.0
4030,1309.99
4031,1194.67
4032,1137.8600000000001
4033,777.6
4034,757.8
4035,747.7
4036,744.2
4037,753.6
4038,770.2
4039,1000.3
4040,1040.2
4041,1075.0
4042,1093.0
4043,1103.3
4044,1117.5
4045,1114.1
4046,1108.4
4047,1111.8
4048,1116.2
4049,1108.0
4050,1108.9
4051,1292.6
4052,1399.8
4053,1338.6
4054,1254.3
4055,1163.5
4056,1103.3
4057,743.3
4058,726.4
4059,717.9
4060,716.5
4061,725.0
4062,747.1
4063,974.2
4064,1015.0
4065,1048.5
4066,1064.1
4067,1073.5
4068,1085.0
4069,1089.6
4070,1083.3
4071,1086.0
4072,1088.0
4073,1090.4
4074,1098.3
4075,1258.6
4076,1338.6
4077,1285.5
4078,1201.4
4079,1106.6
4080,1052.4
4081,755.9
4082,737.0
4083,728.3
4084,725.7
4085,733.1
4086,753.4
4087,930.5
4088,972.2
4089,1005.5
4090,1029.0
4091,1039.8
4092,1050.2
4093,1048.9
4094,1043.0
4095,1044.0
4096,1047.6
4097,1045.3
4098,1042.2
4099,1204.3
4100,1320.6
4101,1273.3
4102,1187.3
4103,846.2
4104,789.7
4105,754.6
4106,736.1
4107,727.7
4108,725.3
4109,735.0
4110,759.2
4111,937.8
4112,979.0
4113,1010.1
4114,1032.8
4115,1036.6
4116,1048.2
4117,1049.2
4118,1043.4
4119,1044.4
4120,1047.2
4121,1047.2
4122,1056.7
4123,1209.0
4124,1298.7
4125,1243.6
4126,1171.8
4127,838.5
4128,787.8
4129,747.7
4130,731.3
4131,723.3
4132,722.1
4133,732.3
4134,759.4
4135,940.5
4136,977.6
4137,1006.3
4138,1025.0
4139,1028.6
4140,1035.6
4141,1040.0
4142,1036.3
4143,1032.5
4144,1036.1
4145,1047.2
4146,1083.7
4147,1257.5
4148,1290.8
4149,1225.6
4150,1153.9
4151,834.7
4152,780.5
4153,747.6
4154,729.4
4155,721.0
4156,719.4
4157,730.1
4158,756.6
4159,962.0
4160,1000.0
4161,1032.9
4162,1055.2
4163,1060.3
4164,1069.9
4165,1068.7
4166,1064.7
4167,1072.1
4168,1075.2
4169,1074.7
4170,1132.1
4171,1308.1
4172,1286.5
4173,1237.8
4174,1151.9
4175,843.4
4176,782.2
4177,748.7
4178,730.7
4179,722.2
4180,720.9
4181,732.6
4182,762.5
4183,941.6
4184,980.4
4185,1014.4
4186,1034.5
4187,1041.4
4188,1052.0
4189,1052.9
4190,1046.5
4191,1049.7
4192,1054.0
4193,1056.7
4194,1119.3
4195,1375.4
4196,1347.1
4197,1282.1
4198,1205.6
4199,834.4
4200,783.2
4201,733.8
4202,729.3
4203,719.1
4204,717.4
4205,728.6
4206,758.3
4207,987.2
4208,1021.8
4209,1059.6
4210,1083.9
4211,1086.4
4212,1095.0
4213,1096.6
4214,1090.6
4215,1093.1
4216,1097.7
4217,1101.3
4218,1145.5
4219,1395.8
4220,1386.5
4221,1341.8
4222,1249.1
4223,851.2
4224,795.6
4225,739.65
4226,717.56
4227,714.47
4228,712.86
4229,722.96
4230,751.51
4231,954.41
4232,980.4100000000001
4233,1014.95
4234,1035.1
4235,1039.1
4236,1049.41
4237,1049.53
4238,1041.05
4239,1053.48
4240,1057.98
4241,1046.69
4242,1070.65
4243,1341.87
4244,1361.02
4245,1291.0700000000002
4246,1203.48
4247,826.5
4248,770.12
4249,739.62
4250,722.73
4251,715.68
4252,714.61
4253,725.48
4254,759.17
4255,949.44
4256,976.77
4257,1010.9
4258,1027.13
4259,1037.96
4260,1041.75
4261,1037.05
4262,1042.67
4263,1045.13
4264,1038.54
4265,1030.99
4266,1028.73
4267,1293.27
4268,1375.42
4269,1322.3200000000002
4270,1219.94
4271,839.63
4272,779.29
4273,771.6
4274,752.62
4275,744.72
4276,742.43
4277,752.81
4278,767.66
4279,1007.03
4280,1042.54
4281,1061.55
4282,1094.83
4283,1109.59
4284,1117.65
4285,1116.55
4286,1104.66
4287,1110.66
4288,1116.81
4289,1117.08
4290,1119.02
4291,1326.6599999999999
4292,1400.0
4293,1382.98
4294,1283.55
4295,1169.46
4296,1104.55
4297,806.12
4298,785.31
4299,775.26
4300,766.1800000000001
4301,775.17
4302,784.78
4303,1012.38
4304,1060.21
4305,1098.43
4306,1122.46
4307,1138.73
4308,1143.66
4309,1143.88
4310,1137.43
4311,1146.21
4312,1146.67
4313,1125.63
4314,1137.53
4315,1327.62
4316,1400.0
4317,1400.0
4318,1309.99
4319,1194.67
4320,1137.8600000000001
